id_entrega,fecha,zona,tipo_pedido,clima,trafico,tiempo_entrega,retraso
4735,2025-07-10 22:46:53.149808,San Miguel,Supermercado,Lluvioso,Bajo,46,9
4736,2025-08-26 13:56:46.784292,La Libertad,Farmacia,Soleado,Bajo,37,5
4737,2025-06-26 15:18:45.064157,San Miguel,Restaurante,Lluvioso,Alto,44,18
4738,2025-04-05 10:55:45.153202,San Miguel,Farmacia,Lluvioso,Medio,48,9
4739,2025-08-12 13:50:17.925517,San Salvador,Restaurante,Nublado,Bajo,30,0
4740,2025-07-12 14:47:13.389594,San Miguel,Supermercado,Lluvioso,Medio,57,28
4741,2025-08-24 06:36:52.953356,Santa Ana,Farmacia,Nublado,Alto,35,6
4742,2025-08-24 16:41:41.969159,San Salvador,Supermercado,Nublado,Bajo,32,10
4743,2025-03-31 23:22:19.967376,San Miguel,Restaurante,Lluvioso,Alto,49,21
4744,2025-04-06 03:47:49.070719,San Miguel,Farmacia,Lluvioso,Alto,62,28
4745,2025-06-23 01:43:48.105856,San Salvador,Supermercado,Lluvioso,Alto,65,35
4746,2025-07-11 18:46:16.462000,San Miguel,Tienda en línea,Lluvioso,Alto,60,27
4747,2025-06-14 11:27:31.642900,San Salvador,Restaurante,Soleado,Bajo,20,0
4748,2025-03-09 07:09:43.425828,La Libertad,Restaurante,Soleado,Medio,39,17
4749,2025-05-04 07:44:18.688407,La Libertad,Restaurante,Nublado,Medio,45,19
4750,2025-07-05 02:27:51.134533,Santa Ana,Tienda en línea,Nublado,Bajo,34,14
4751,2025-05-19 15:53:38.066920,La Libertad,Restaurante,Lluvioso,Alto,69,29
4752,2025-04-21 12:01:25.305269,La Libertad,Farmacia,Soleado,Medio,33,4
4753,2025-05-15 08:52:16.243199,San Salvador,Farmacia,Nublado,Alto,47,25
4754,2025-03-24 23:43:06.060884,San Miguel,Supermercado,Lluvioso,Medio,61,34
4755,2025-03-23 10:56:32.988336,San Miguel,Tienda en línea,Soleado,Bajo,39,9
4756,2025-04-17 03:57:34.884359,La Libertad,Supermercado,Soleado,Bajo,18,0
4757,2025-07-04 04:15:27.424517,Santa Ana,Supermercado,Nublado,Bajo,22,1
4758,2025-06-01 19:26:17.883336,San Salvador,Supermercado,Lluvioso,Medio,27,3
4759,2025-04-12 15:03:37.502517,La Libertad,Supermercado,Lluvioso,Bajo,27,1
4760,2025-08-10 18:32:38.835638,San Salvador,Restaurante,Nublado,Alto,54,29
4761,2025-07-08 19:54:54.580695,San Miguel,Supermercado,Soleado,Medio,27,0
4762,2025-05-04 03:18:52.028491,San Salvador,Tienda en línea,Lluvioso,Medio,54,33
4763,2025-03-16 11:26:52.679925,San Miguel,Tienda en línea,Lluvioso,Alto,45,6
4764,2025-08-13 07:33:40.707993,San Miguel,Tienda en línea,Soleado,Medio,33,0
4765,2025-06-18 21:04:28.458730,La Libertad,Restaurante,Lluvioso,Bajo,48,20
4766,2025-03-27 04:07:00.111078,La Libertad,Restaurante,Soleado,Medio,44,7
4767,2025-08-18 07:06:34.905896,San Miguel,Supermercado,Soleado,Bajo,28,2
4768,2025-07-24 15:17:23.776872,San Salvador,Farmacia,Nublado,Alto,54,27
4769,2025-03-18 22:07:55.666570,San Salvador,Farmacia,Nublado,Medio,47,20
4770,2025-04-13 21:48:44.792506,La Libertad,Tienda en línea,Nublado,Medio,48,25
4771,2025-03-21 05:17:44.349471,Santa Ana,Supermercado,Nublado,Medio,51,14
4772,2025-05-04 14:15:22.008341,Santa Ana,Supermercado,Soleado,Bajo,36,1
4773,2025-03-24 22:06:52.137681,La Libertad,Restaurante,Soleado,Medio,42,3
4774,2025-07-30 09:36:32.603565,San Miguel,Restaurante,Lluvioso,Bajo,45,25
4775,2025-05-04 07:26:45.766211,San Salvador,Tienda en línea,Nublado,Bajo,43,10
4776,2025-04-20 22:54:30.886390,La Libertad,Tienda en línea,Soleado,Alto,57,31
4777,2025-04-29 10:39:35.001875,La Libertad,Supermercado,Nublado,Medio,41,1
4778,2025-04-25 00:36:44.165443,Santa Ana,Tienda en línea,Lluvioso,Bajo,47,26
4779,2025-06-24 17:29:43.679117,San Salvador,Supermercado,Nublado,Bajo,48,28
4780,2025-06-21 00:26:55.424935,Santa Ana,Restaurante,Soleado,Bajo,17,0
4781,2025-06-13 12:59:56.685749,San Salvador,Tienda en línea,Soleado,Medio,37,11
4782,2025-03-12 04:07:31.391922,La Libertad,Restaurante,Soleado,Medio,29,0
4783,2025-06-10 14:38:57.260659,La Libertad,Farmacia,Nublado,Medio,36,0
4784,2025-05-15 07:03:50.932544,San Salvador,Restaurante,Soleado,Medio,38,15
4785,2025-06-18 13:48:08.601184,San Salvador,Farmacia,Lluvioso,Bajo,27,0
4786,2025-05-16 23:22:02.090090,San Miguel,Farmacia,Lluvioso,Alto,65,31
4787,2025-06-18 07:06:19.860137,La Libertad,Tienda en línea,Nublado,Medio,43,13
4788,2025-08-02 21:05:28.802959,La Libertad,Farmacia,Lluvioso,Alto,44,7
4789,2025-03-19 08:02:57.340958,La Libertad,Tienda en línea,Soleado,Bajo,41,1
4790,2025-08-29 22:42:22.122650,Santa Ana,Farmacia,Lluvioso,Bajo,43,17
4791,2025-05-12 13:49:44.076727,La Libertad,Tienda en línea,Soleado,Alto,39,2
4792,2025-05-29 05:51:03.675827,Santa Ana,Supermercado,Soleado,Bajo,34,13
4793,2025-06-12 03:28:44.147795,San Salvador,Tienda en línea,Nublado,Medio,47,25
4794,2025-05-12 02:42:36.435782,San Salvador,Tienda en línea,Soleado,Bajo,31,0
4795,2025-06-20 06:51:08.279593,San Miguel,Restaurante,Lluvioso,Bajo,49,12
4796,2025-08-01 10:42:28.148110,San Salvador,Farmacia,Lluvioso,Medio,41,4
4797,2025-06-06 21:23:18.815265,San Miguel,Farmacia,Nublado,Medio,49,22
4798,2025-05-04 08:34:18.663239,San Salvador,Supermercado,Lluvioso,Medio,51,29
4799,2025-05-05 15:57:16.986703,La Libertad,Restaurante,Lluvioso,Medio,56,31
4800,2025-04-06 06:18:17.733129,San Miguel,Farmacia,Nublado,Medio,51,29
4801,2025-05-26 18:59:14.669804,San Miguel,Tienda en línea,Lluvioso,Alto,63,40
4802,2025-05-10 04:05:23.366850,La Libertad,Farmacia,Lluvioso,Alto,54,33
4803,2025-06-24 11:22:48.154393,Santa Ana,Restaurante,Lluvioso,Bajo,45,21
4804,2025-03-04 04:29:18.596052,La Libertad,Supermercado,Nublado,Alto,55,29
4805,2025-03-19 19:11:38.181250,Santa Ana,Restaurante,Lluvioso,Medio,37,14
4806,2025-05-18 14:24:42.453612,San Miguel,Tienda en línea,Soleado,Bajo,25,0
4807,2025-06-17 16:34:08.892782,Santa Ana,Supermercado,Nublado,Alto,43,20
4808,2025-08-13 22:52:47.625399,Santa Ana,Tienda en línea,Nublado,Bajo,47,17
4809,2025-04-19 06:56:35.051103,San Miguel,Restaurante,Nublado,Alto,57,20
4810,2025-08-06 00:02:23.295434,Santa Ana,Tienda en línea,Nublado,Medio,47,19
4811,2025-07-10 18:23:50.426315,San Miguel,Restaurante,Soleado,Bajo,35,14
4812,2025-03-25 05:01:26.785589,San Salvador,Restaurante,Lluvioso,Alto,71,34
4813,2025-07-09 22:15:59.230811,Santa Ana,Tienda en línea,Lluvioso,Alto,68,31
4814,2025-06-10 18:24:33.062298,Santa Ana,Restaurante,Lluvioso,Medio,54,17
4815,2025-03-05 01:30:12.518989,San Miguel,Farmacia,Lluvioso,Alto,63,35
4816,2025-03-11 21:52:07.815933,La Libertad,Restaurante,Lluvioso,Medio,47,10
4817,2025-08-16 10:29:18.968446,La Libertad,Restaurante,Nublado,Bajo,32,6
4818,2025-05-14 10:55:46.239363,La Libertad,Farmacia,Nublado,Medio,34,0
4819,2025-05-09 04:23:45.283943,La Libertad,Supermercado,Soleado,Bajo,31,10
4820,2025-05-17 17:22:11.265214,Santa Ana,Farmacia,Soleado,Bajo,24,0
4821,2025-05-23 19:21:22.302086,La Libertad,Tienda en línea,Soleado,Bajo,39,3
4822,2025-06-12 03:23:39.525517,San Salvador,Restaurante,Nublado,Bajo,28,5
4823,2025-04-06 03:07:42.614215,San Miguel,Farmacia,Soleado,Medio,30,6
4824,2025-06-08 03:31:15.780313,La Libertad,Supermercado,Nublado,Bajo,29,3
4825,2025-05-13 13:54:01.038732,San Salvador,Supermercado,Lluvioso,Medio,36,7
4826,2025-08-28 15:36:09.630180,Santa Ana,Tienda en línea,Lluvioso,Alto,39,12
4827,2025-08-04 19:34:03.023933,Santa Ana,Tienda en línea,Nublado,Bajo,33,0
4828,2025-08-29 02:32:04.724352,San Miguel,Supermercado,Nublado,Alto,43,9
4829,2025-03-21 12:37:27.359289,La Libertad,Tienda en línea,Nublado,Bajo,30,2
4830,2025-04-11 02:40:28.166893,Santa Ana,Tienda en línea,Nublado,Alto,38,16
4831,2025-05-23 20:24:42.482736,Santa Ana,Supermercado,Soleado,Bajo,36,7
4832,2025-06-06 21:12:04.802511,Santa Ana,Tienda en línea,Nublado,Medio,45,6
4833,2025-07-03 03:37:27.957468,San Salvador,Tienda en línea,Lluvioso,Bajo,28,2
4834,2025-03-30 09:06:42.987349,Santa Ana,Restaurante,Nublado,Medio,45,16
4835,2025-05-13 01:32:46.338821,San Miguel,Farmacia,Nublado,Medio,31,0
4836,2025-07-31 20:23:55.488508,Santa Ana,Farmacia,Nublado,Medio,36,2
4837,2025-05-12 16:11:31.022636,Santa Ana,Supermercado,Lluvioso,Alto,60,36
4838,2025-04-27 09:16:21.101119,San Salvador,Farmacia,Lluvioso,Alto,49,13
4839,2025-03-29 05:26:56.857805,La Libertad,Supermercado,Lluvioso,Bajo,57,36
4840,2025-07-23 05:44:52.578480,San Salvador,Tienda en línea,Lluvioso,Bajo,51,20
4841,2025-03-04 09:54:25.660865,Santa Ana,Supermercado,Lluvioso,Bajo,52,21
4842,2025-04-17 02:34:06.783506,San Miguel,Supermercado,Nublado,Bajo,20,0
4843,2025-04-22 19:44:09.291930,Santa Ana,Restaurante,Soleado,Bajo,34,4
4844,2025-03-28 16:42:36.814815,San Miguel,Tienda en línea,Lluvioso,Medio,55,28
4845,2025-05-23 12:57:31.776568,Santa Ana,Tienda en línea,Lluvioso,Bajo,40,20
4846,2025-06-16 12:02:25.523733,San Salvador,Restaurante,Soleado,Bajo,17,0
4847,2025-08-06 00:57:11.546308,La Libertad,Tienda en línea,Soleado,Bajo,21,1
4848,2025-04-07 06:29:35.891967,San Miguel,Restaurante,Nublado,Bajo,33,5
4849,2025-05-12 01:43:46.459230,San Miguel,Restaurante,Soleado,Alto,32,0
4850,2025-03-11 00:31:38.649922,San Miguel,Tienda en línea,Soleado,Alto,60,27
4851,2025-05-28 09:29:44.320918,San Miguel,Restaurante,Soleado,Bajo,25,0
4852,2025-04-05 03:21:54.880606,Santa Ana,Farmacia,Soleado,Medio,46,16
4853,2025-03-31 02:52:13.444815,San Salvador,Farmacia,Soleado,Bajo,45,21
4854,2025-05-22 05:07:31.633045,San Miguel,Restaurante,Lluvioso,Medio,53,29
4855,2025-07-15 19:02:40.980550,La Libertad,Supermercado,Nublado,Bajo,33,1
4856,2025-06-05 15:28:16.826149,San Salvador,Tienda en línea,Lluvioso,Medio,33,11
4857,2025-05-17 21:16:37.759042,Santa Ana,Farmacia,Soleado,Bajo,23,0
4858,2025-06-03 18:17:08.646257,San Miguel,Supermercado,Nublado,Bajo,24,0
4859,2025-03-13 08:05:05.974366,San Salvador,Supermercado,Lluvioso,Medio,36,0
4860,2025-05-09 22:25:10.150367,Santa Ana,Restaurante,Lluvioso,Alto,66,30
4861,2025-06-22 14:00:04.926926,San Miguel,Restaurante,Lluvioso,Medio,51,24
4862,2025-06-26 21:40:01.004535,San Miguel,Supermercado,Nublado,Bajo,33,0
4863,2025-05-31 12:40:34.530873,San Miguel,Restaurante,Soleado,Medio,49,14
4864,2025-04-25 04:39:16.524626,San Salvador,Tienda en línea,Soleado,Alto,50,10
4865,2025-06-23 06:28:46.706907,San Salvador,Restaurante,Soleado,Medio,41,20
4866,2025-07-02 02:18:21.434173,La Libertad,Farmacia,Soleado,Bajo,18,0
4867,2025-08-27 08:52:29.447555,La Libertad,Tienda en línea,Lluvioso,Medio,53,21
4868,2025-07-09 06:52:11.645043,San Miguel,Farmacia,Nublado,Alto,46,19
4869,2025-08-03 14:04:42.325309,San Miguel,Tienda en línea,Nublado,Medio,42,17
4870,2025-07-15 10:16:45.394055,San Salvador,Restaurante,Nublado,Bajo,27,0
4871,2025-04-19 09:24:22.467891,Santa Ana,Tienda en línea,Nublado,Medio,27,5
4872,2025-03-26 17:14:41.123758,San Miguel,Restaurante,Nublado,Bajo,42,16
4873,2025-05-29 11:09:11.573197,San Miguel,Restaurante,Soleado,Alto,31,7
4874,2025-03-12 17:27:34.391203,San Salvador,Tienda en línea,Lluvioso,Medio,63,23
4875,2025-06-16 15:42:50.193450,Santa Ana,Restaurante,Nublado,Medio,31,0
4876,2025-05-25 10:39:55.155618,San Salvador,Farmacia,Soleado,Medio,43,4
4877,2025-07-01 19:41:40.036735,Santa Ana,Tienda en línea,Nublado,Alto,53,21
4878,2025-04-13 12:20:46.727587,Santa Ana,Farmacia,Soleado,Bajo,23,0
4879,2025-07-05 01:44:01.089397,San Salvador,Supermercado,Lluvioso,Bajo,26,2
4880,2025-06-04 04:40:08.936559,San Miguel,Restaurante,Soleado,Bajo,45,15
4881,2025-06-27 11:42:05.602425,San Salvador,Restaurante,Nublado,Bajo,32,7
4882,2025-08-24 13:58:13.230153,La Libertad,Supermercado,Nublado,Bajo,50,12
4883,2025-04-01 09:36:12.728681,Santa Ana,Tienda en línea,Soleado,Medio,49,9
4884,2025-03-13 13:24:41.057972,San Salvador,Farmacia,Nublado,Medio,28,0
4885,2025-08-30 05:48:39.436252,Santa Ana,Farmacia,Soleado,Bajo,37,1
4886,2025-05-06 21:08:05.716538,San Miguel,Supermercado,Nublado,Bajo,16,0
4887,2025-05-25 19:27:48.512160,La Libertad,Farmacia,Soleado,Medio,50,12
4888,2025-04-11 18:25:53.162973,San Salvador,Farmacia,Lluvioso,Bajo,33,12
4889,2025-04-16 05:22:14.289391,Santa Ana,Restaurante,Lluvioso,Medio,54,17
4890,2025-03-23 15:05:30.968658,San Salvador,Supermercado,Soleado,Alto,40,8
4891,2025-07-11 18:27:18.547700,La Libertad,Farmacia,Nublado,Medio,55,20
4892,2025-08-20 16:51:02.225328,San Salvador,Supermercado,Lluvioso,Bajo,27,0
4893,2025-08-27 10:04:22.984310,San Salvador,Tienda en línea,Lluvioso,Bajo,45,20
4894,2025-06-10 14:16:49.296993,San Miguel,Supermercado,Lluvioso,Medio,56,33
4895,2025-07-22 16:42:42.753367,San Miguel,Farmacia,Lluvioso,Medio,56,23
4896,2025-08-10 12:48:02.705974,Santa Ana,Farmacia,Soleado,Bajo,39,9
4897,2025-08-05 23:38:17.180784,La Libertad,Restaurante,Lluvioso,Alto,40,14
4898,2025-04-11 05:40:41.269864,San Miguel,Farmacia,Nublado,Alto,32,0
4899,2025-08-10 08:11:41.350028,San Salvador,Farmacia,Soleado,Bajo,41,14
4900,2025-07-29 13:08:11.231351,San Salvador,Farmacia,Soleado,Medio,35,3
4901,2025-03-23 21:25:05.011915,Santa Ana,Tienda en línea,Soleado,Alto,60,27
4902,2025-04-13 14:18:27.472523,San Salvador,Supermercado,Soleado,Medio,33,3
4903,2025-04-25 19:31:20.131472,La Libertad,Tienda en línea,Nublado,Bajo,45,19
4904,2025-04-02 09:23:49.508840,Santa Ana,Restaurante,Soleado,Bajo,24,0
4905,2025-08-28 12:42:40.199675,La Libertad,Tienda en línea,Lluvioso,Bajo,30,0
4906,2025-07-15 01:12:19.981401,Santa Ana,Farmacia,Lluvioso,Alto,53,18
4907,2025-08-09 21:31:40.544535,Santa Ana,Farmacia,Lluvioso,Alto,60,39
4908,2025-03-05 16:48:08.265610,San Salvador,Tienda en línea,Soleado,Alto,46,17
4909,2025-07-20 22:04:49.340520,La Libertad,Tienda en línea,Nublado,Alto,52,13
4910,2025-07-08 10:34:14.584828,San Miguel,Restaurante,Nublado,Medio,32,0
4911,2025-07-30 04:30:29.214943,La Libertad,Supermercado,Nublado,Bajo,17,0
4912,2025-07-06 04:46:46.253051,San Salvador,Farmacia,Lluvioso,Bajo,46,13
4913,2025-06-18 04:37:39.102718,Santa Ana,Supermercado,Soleado,Alto,59,27
4914,2025-05-26 16:29:09.818987,San Salvador,Farmacia,Nublado,Alto,27,2
4915,2025-08-06 05:38:12.806288,San Miguel,Restaurante,Lluvioso,Alto,47,10
4916,2025-07-14 10:48:20.338524,La Libertad,Farmacia,Soleado,Alto,54,31
4917,2025-03-26 03:38:09.675858,San Miguel,Tienda en línea,Soleado,Bajo,22,0
4918,2025-03-29 00:00:23.228720,San Salvador,Farmacia,Lluvioso,Bajo,29,0
4919,2025-03-22 05:21:32.153577,San Miguel,Supermercado,Nublado,Alto,41,14
4920,2025-06-17 18:51:29.113415,Santa Ana,Supermercado,Lluvioso,Bajo,27,0
4921,2025-03-12 11:07:19.004516,Santa Ana,Tienda en línea,Nublado,Bajo,19,0
4922,2025-04-14 06:33:04.570738,San Miguel,Restaurante,Lluvioso,Medio,32,11
4923,2025-05-04 09:35:52.741756,San Miguel,Restaurante,Soleado,Bajo,44,8
4924,2025-04-11 07:39:13.807679,La Libertad,Restaurante,Lluvioso,Bajo,49,23
4925,2025-06-10 16:16:50.434131,San Miguel,Restaurante,Lluvioso,Medio,57,24
4926,2025-07-19 12:26:59.240460,Santa Ana,Supermercado,Soleado,Alto,43,9
4927,2025-04-06 12:37:13.646268,La Libertad,Supermercado,Soleado,Bajo,18,0
4928,2025-03-09 06:03:58.166532,La Libertad,Tienda en línea,Soleado,Bajo,15,0
4929,2025-04-19 17:43:22.625677,San Miguel,Supermercado,Nublado,Alto,52,12
4930,2025-04-17 02:24:44.897819,San Miguel,Tienda en línea,Lluvioso,Bajo,39,3
4931,2025-08-04 10:03:02.449185,La Libertad,Restaurante,Lluvioso,Bajo,46,7
4932,2025-08-28 13:05:15.180196,San Miguel,Restaurante,Soleado,Medio,24,0
4933,2025-05-03 04:59:04.835062,San Miguel,Supermercado,Nublado,Bajo,26,0
4934,2025-03-23 23:20:06.763881,San Miguel,Supermercado,Soleado,Bajo,22,0
4935,2025-05-07 14:49:37.385318,Santa Ana,Farmacia,Lluvioso,Medio,31,7
4936,2025-03-28 07:55:09.414822,San Salvador,Restaurante,Nublado,Bajo,30,0
4937,2025-04-25 17:49:55.506960,Santa Ana,Supermercado,Nublado,Medio,27,0
4938,2025-04-25 06:32:19.153733,San Salvador,Restaurante,Lluvioso,Alto,53,20
4939,2025-05-02 02:39:23.417511,San Miguel,Restaurante,Soleado,Bajo,33,0
4940,2025-05-30 13:00:13.577206,Santa Ana,Tienda en línea,Soleado,Medio,31,0
4941,2025-07-27 08:15:51.422638,Santa Ana,Restaurante,Soleado,Alto,27,2
4942,2025-07-15 18:49:25.750166,Santa Ana,Restaurante,Soleado,Bajo,33,0
4943,2025-03-27 04:57:37.382661,Santa Ana,Farmacia,Nublado,Alto,46,23
4944,2025-07-09 20:52:52.784303,La Libertad,Tienda en línea,Soleado,Medio,35,12
4945,2025-04-03 08:00:17.441100,Santa Ana,Tienda en línea,Nublado,Bajo,18,0
4946,2025-06-22 06:45:30.404690,San Miguel,Farmacia,Nublado,Alto,54,19
4947,2025-04-10 18:01:55.890255,San Miguel,Supermercado,Soleado,Medio,41,10
4948,2025-05-14 18:37:47.305233,Santa Ana,Supermercado,Nublado,Bajo,20,0
4949,2025-05-25 15:59:35.105419,San Salvador,Restaurante,Nublado,Bajo,39,0
4950,2025-07-24 07:01:30.682208,San Miguel,Farmacia,Lluvioso,Alto,62,40
4951,2025-03-19 18:50:46.981260,Santa Ana,Restaurante,Soleado,Medio,30,6
4952,2025-04-10 19:33:45.517659,San Salvador,Restaurante,Soleado,Bajo,25,0
4953,2025-05-17 22:56:07.447150,La Libertad,Restaurante,Lluvioso,Alto,67,31
4954,2025-05-10 00:47:18.783053,San Salvador,Tienda en línea,Soleado,Bajo,19,0
4955,2025-03-30 07:13:08.014272,Santa Ana,Restaurante,Soleado,Bajo,45,13
4956,2025-05-02 06:58:18.471038,La Libertad,Supermercado,Nublado,Bajo,34,0
4957,2025-03-09 13:15:12.996180,San Miguel,Tienda en línea,Lluvioso,Bajo,31,0
4958,2025-03-25 18:00:01.960711,La Libertad,Farmacia,Soleado,Alto,42,13
4959,2025-07-21 09:51:07.383419,Santa Ana,Tienda en línea,Nublado,Bajo,32,0
4960,2025-05-09 16:42:17.872484,San Salvador,Tienda en línea,Soleado,Alto,47,24
4961,2025-08-06 15:18:59.484121,San Miguel,Tienda en línea,Nublado,Medio,54,14
4962,2025-03-30 14:48:08.082206,San Salvador,Tienda en línea,Nublado,Bajo,31,0
4963,2025-04-08 06:13:55.686253,San Salvador,Restaurante,Soleado,Medio,36,1
4964,2025-05-11 02:19:19.381507,San Miguel,Farmacia,Nublado,Medio,26,6
4965,2025-08-09 11:20:53.754876,La Libertad,Restaurante,Nublado,Bajo,22,2
4966,2025-05-06 21:31:31.524863,San Miguel,Tienda en línea,Nublado,Medio,27,5
4967,2025-06-01 13:02:37.514452,San Miguel,Supermercado,Nublado,Alto,49,24
4968,2025-07-06 03:44:12.059569,La Libertad,Restaurante,Soleado,Alto,29,0
4969,2025-07-31 09:03:53.712481,La Libertad,Restaurante,Nublado,Alto,37,16
4970,2025-05-11 18:02:53.905460,San Salvador,Farmacia,Lluvioso,Medio,67,37
4971,2025-03-17 15:37:52.221947,San Miguel,Tienda en línea,Nublado,Bajo,34,1
4972,2025-06-29 17:38:18.797957,La Libertad,Farmacia,Soleado,Alto,50,17
4973,2025-07-19 08:35:57.026412,San Miguel,Farmacia,Soleado,Medio,46,7
4974,2025-05-08 10:43:55.287808,Santa Ana,Restaurante,Nublado,Bajo,28,0
4975,2025-08-09 15:12:05.009491,La Libertad,Farmacia,Lluvioso,Alto,54,20
4976,2025-08-30 18:20:15.806835,San Salvador,Restaurante,Nublado,Medio,32,5
4977,2025-03-31 10:41:49.092531,Santa Ana,Farmacia,Soleado,Alto,62,36
4978,2025-04-06 02:44:28.243087,La Libertad,Farmacia,Lluvioso,Bajo,42,8
4979,2025-04-05 03:32:21.231503,Santa Ana,Restaurante,Lluvioso,Medio,50,21
4980,2025-06-06 15:44:42.735678,La Libertad,Restaurante,Nublado,Alto,63,33
4981,2025-03-06 07:54:43.117166,San Salvador,Restaurante,Lluvioso,Alto,61,34
4982,2025-07-18 18:46:07.411148,San Salvador,Restaurante,Soleado,Medio,51,22
4983,2025-03-30 15:43:06.897379,San Salvador,Restaurante,Soleado,Medio,46,13
4984,2025-04-18 08:14:52.864648,San Miguel,Restaurante,Nublado,Alto,57,24
4985,2025-04-21 20:16:25.876089,La Libertad,Restaurante,Lluvioso,Alto,53,33
4986,2025-06-27 22:18:05.055769,San Miguel,Farmacia,Nublado,Medio,28,0
4987,2025-07-31 07:22:57.354091,Santa Ana,Supermercado,Lluvioso,Bajo,39,4
4988,2025-04-22 05:10:50.932995,San Salvador,Tienda en línea,Nublado,Medio,33,1
4989,2025-04-26 06:13:36.262792,San Salvador,Tienda en línea,Soleado,Bajo,15,0
4990,2025-04-26 00:22:11.052049,San Salvador,Tienda en línea,Lluvioso,Bajo,48,14
4991,2025-06-05 11:57:43.618780,La Libertad,Restaurante,Nublado,Alto,60,22
4992,2025-06-18 06:43:17.151657,Santa Ana,Tienda en línea,Lluvioso,Medio,51,21
4993,2025-08-17 20:52:10.920992,Santa Ana,Tienda en línea,Lluvioso,Bajo,56,36
4994,2025-03-15 06:11:13.394643,Santa Ana,Farmacia,Nublado,Alto,64,34
4995,2025-07-10 07:47:24.892514,San Salvador,Tienda en línea,Nublado,Medio,30,0
4996,2025-06-28 20:16:05.955386,San Salvador,Restaurante,Soleado,Alto,57,29
4997,2025-07-10 23:13:38.169328,Santa Ana,Tienda en línea,Lluvioso,Medio,66,43
4998,2025-08-01 08:19:27.853341,San Miguel,Restaurante,Lluvioso,Bajo,56,17
4999,2025-04-02 05:57:37.882222,San Salvador,Farmacia,Lluvioso,Alto,46,24
5000,2025-04-26 05:53:26.588009,Santa Ana,Farmacia,Lluvioso,Bajo,45,23
5001,2025-08-08 07:53:15.116198,Santa Ana,Farmacia,Nublado,Alto,40,8
5002,2025-07-02 21:24:30.326359,Santa Ana,Tienda en línea,Soleado,Alto,30,7
5003,2025-05-25 06:45:15.756433,San Salvador,Farmacia,Lluvioso,Bajo,25,0
5004,2025-07-16 17:51:22.874981,Santa Ana,Farmacia,Lluvioso,Alto,49,28
5005,2025-07-26 15:52:48.832565,San Salvador,Farmacia,Nublado,Bajo,31,0
5006,2025-05-08 00:20:11.932945,San Salvador,Farmacia,Lluvioso,Medio,43,16
5007,2025-06-06 09:53:26.945953,San Salvador,Supermercado,Soleado,Alto,49,17
5008,2025-05-24 18:14:23.324264,San Miguel,Restaurante,Lluvioso,Bajo,48,22
5009,2025-08-07 12:12:19.073165,La Libertad,Supermercado,Soleado,Alto,52,23
5010,2025-04-30 10:14:17.736603,San Salvador,Tienda en línea,Nublado,Alto,60,38
5011,2025-06-18 16:53:00.462316,San Salvador,Supermercado,Lluvioso,Bajo,38,12
5012,2025-03-04 21:20:53.674688,La Libertad,Restaurante,Nublado,Alto,35,10
5013,2025-07-17 01:11:09.743349,Santa Ana,Farmacia,Nublado,Medio,27,0
5014,2025-04-30 09:30:48.482723,San Miguel,Farmacia,Lluvioso,Alto,62,25
5015,2025-03-11 10:56:56.488425,La Libertad,Farmacia,Soleado,Alto,39,18
5016,2025-07-15 15:22:42.505121,San Miguel,Farmacia,Lluvioso,Alto,56,20
5017,2025-04-12 21:36:31.540780,Santa Ana,Tienda en línea,Lluvioso,Bajo,38,0
5018,2025-05-22 18:06:02.490426,Santa Ana,Farmacia,Nublado,Medio,40,15
5019,2025-05-14 12:49:32.590301,Santa Ana,Restaurante,Nublado,Medio,54,22
5020,2025-06-30 22:59:18.243147,La Libertad,Farmacia,Nublado,Medio,38,8
5021,2025-05-26 01:22:43.708949,San Miguel,Tienda en línea,Lluvioso,Bajo,28,0
5022,2025-05-20 13:43:06.816784,La Libertad,Tienda en línea,Lluvioso,Bajo,41,8
5023,2025-03-19 21:52:21.175423,San Salvador,Restaurante,Lluvioso,Alto,49,11
5024,2025-03-03 11:18:38.105566,La Libertad,Tienda en línea,Nublado,Bajo,39,17
5025,2025-03-08 19:20:19.098920,San Miguel,Tienda en línea,Lluvioso,Alto,48,27
5026,2025-03-03 20:47:04.943314,La Libertad,Restaurante,Soleado,Alto,49,25
5027,2025-08-20 19:13:33.658012,La Libertad,Farmacia,Soleado,Medio,36,7
5028,2025-06-11 13:16:29.375722,San Miguel,Restaurante,Lluvioso,Alto,47,21
5029,2025-08-28 19:22:01.329329,La Libertad,Restaurante,Soleado,Medio,47,26
5030,2025-03-06 10:00:55.445773,San Miguel,Restaurante,Soleado,Medio,37,5
5031,2025-05-10 15:55:21.623879,Santa Ana,Supermercado,Nublado,Medio,41,17
5032,2025-03-14 00:33:45.064686,La Libertad,Farmacia,Soleado,Medio,34,0
5033,2025-05-11 10:16:41.595452,Santa Ana,Supermercado,Soleado,Bajo,20,0
5034,2025-08-11 23:43:26.598006,San Salvador,Farmacia,Soleado,Bajo,15,0
5035,2025-07-29 03:05:31.725034,San Salvador,Restaurante,Nublado,Bajo,47,27
5036,2025-07-17 00:03:13.450287,San Salvador,Farmacia,Lluvioso,Alto,72,48
5037,2025-08-02 22:05:55.429400,San Salvador,Tienda en línea,Nublado,Medio,48,8
5038,2025-06-09 17:31:43.003209,San Salvador,Farmacia,Lluvioso,Bajo,22,1
